name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
"Accompagner les projets de solidarité et favoriser l'accès à l'eau potable, à l'hygiène et à l'assainissement",/aides/e630-accompagner-les-connaissances-environnemental/,True,,True,,[],False
Accompagner les partenariats institutionnels pour promouvoir la gestion intégrée de l'eau et le dispositif Oudin-Santini,/aides/48db-accompagner-les-projets-de-solidarite-et-favo/,True,,True,,[],False
"Accompagner les actions de communication, d'information, de sensibilisation et d'éducation à l'eau et aux milieux aquatiques",/aides/616c-faciliter-la-maitrise-fonciere-dans-la-reduct/,True,,True,,[],False
Garantir l'approvisionnement en eau potable en restructurant les systèmes,/aides/119c-garantir-lapprovisionnement-en-eau-potable-en/,True,,True,,[],False
Assurer un traitement conforme des eaux usées avant leur restitution au milieu naturel,/aides/6a08-assurer-un-traitement-conforme-des-eaux-usees/,True,,True,,[],False
Mettre en place une assistance Technique Départementale ou missions boues,/aides/13a8-assistance-technique-departementale-ou-missio/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Note_mesuresUrgenceActualisee.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf']",True
Réhabiliter les réseaux d'eau,/aides/560d-la-rehabilitation-des-reseaux/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Note_mesuresUrgenceActualisee.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf']",True
Réaliser des branchements pour les réseaux d’assainissement (domaine privé),/aides/9585-branchements-domaine-prive/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Note_mesuresUrgenceActualisee.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf']",True
Mettre en place la collecte séparative des urines,/aides/1d11-collecte-separative-des-urines/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Note_mesuresUrgenceActualisee.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf']",True
Réaliser des travaux pour la création d'un 1er système d'assainissement - assainissement et gestion du temps de pluie,/aides/2394-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url not starting with http,[],False
Réaliser une étude pour vos actions d'assainissement et de gestion du temps de pluie,/aides/4d70-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Améliorer le système d'assainissement - assainissement et gestion du temps de pluie,/aides/a373-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url not starting with http,[],False
Traiter les effluents non domestiques - assainissement et gestion du temps de pluie,/aides/cf8f-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Faire des travaux de gestion en solutions curatives -  assainissement et gestion du temps de pluie,/aides/d20b-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Mettre en place une gestion intégrée - assainissement et gestion du temps de pluie,/aides/f7e7-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Mettre en place des équipements d'autosurveillance sur déversoirs d'orages et points caractéristiques  - assainissement et gestion du temps de pluie,/aides/3a8a-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Mettre en place une cuve de récupération d'eau  - Assainissement et gestion du temps de pluie,/aides/3b49-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Etudier la protection de la ressource - eau potable,/aides/1de7-aide-eau-potable-etudes-pour-la-protection-de/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réaliser des travaux de protection et de restauration de la qualité des ressources - eau potable,/aides/8600-aide-eau-potable-realisation-de-travaux-de-pr/,False,Unknown error,False,url not starting with http,[],False
Améliorer la qualité de l'eau distribuée - eau potable,/aides/7a39-aide-eau-potable-amelioration-de-la-qualite-d/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Sécuriser qualitativement l'approvisionnement - eau potable,/aides/0206-aide-eau-potable-securisation-qualitative-de-/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réaliser des études - gestion quantitative,/aides/f6d1-aide-gestion-quantitavive-realisation-des-etu/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réaliser des travaux de sécurisation quantitative de l'approvisionnement - gestion quantitative,/aides/56aa-aide-gestion-quantitative-realisation-de-trav/,False,Unknown error,False,url not starting with http,[],False
Lutter contre les fuites dans les réseaux d'eau potable - gestion quantitative,/aides/32bd-aide-gestion-quantitative-operations-visant-l/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Gérer les étiages - gestion quantitative,/aides/3aed-aide-gestion-quantitative-gestion-des-etiages/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réaliser des études - pollution d'origine agricole et assimilée,/aides/b66a-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Changer de systèmes d'assolements et de pratiques - pollution d'origine agricole et assimilée,/aides/596c-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réduire les pollutions ponctuelles - pollution d'origine agricole et assimilée,/aides/3e1b-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url not starting with http,[],False
Réduire les transferts vers la ressource en eau - pollution d'origine agricole et assimilée,/aides/1466-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url not starting with http,[],False
Réaliser des projets relatifs aux filières agricoles - pollution d'origine agricole et assimilée,/aides/00c3-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url not starting with http,[],False
Mettre en place des opérations foncières - pollution d'origine agricole et assimilée,/aides/bb12-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url not starting with http,[],False
Réduire et supprimer des pollutions - pollution d'origine agricole et assimilée,/aides/5458-aide-pollution-dorigine-agricole-et-assimilee/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Réaliser des études - préservation et restauration des milieux naturels et de la biodiversité,/aides/79d3-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url not starting with http,[],False
Gérer les cours d'eau et le bassin versant - préservation et restauration des milieux naturels et de la biodiversité,/aides/5256-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Prévenir des inondations et coulées de boues - préservation et restauration des milieux naturels et de la biodiversité,/aides/2ae9-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Mettre en place des ouvrages transversaux et restaurer la continuité écologique - préservation et restauration des milieux naturels et de la biodiversité,/aides/06da-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url not starting with http,[],False
Préserver les milieux humides et la biodiversité - préservation et restauration des milieux naturels et de la biodiversité,/aides/2bf4-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Gérer les espèces exotiques envahissantes - préservation et restauration des milieux naturels et de la biodiversité,/aides/fbf7-aide-preservation-et-restauration-des-milieux/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Atteindre les objectifs environnementaux :  animation,/aides/f7b6-aide-animation/,False,Unknown error,False,url not starting with http,[],False
Appréhender de nouveaux champs de compétences et outils réutilisables permettant d'accompagner l'action pour les bassins - connaissances générales,/aides/b8a6-aide-connaissances-generales-etudes-dinteret-/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Acquérir des données - Connaissances générales,/aides/0e44-aide-connaissance-generales-acquisition-de-do/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
"Organiser des classes d'eau - sensibilisation, éducation, information et consultation du public",/aides/a7e9-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
"Mettre en place un programme éducatif - sensibilisation, éducation, information et consultation du public",/aides/1f2c-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
"Sensibiliser, éduque, informer - consultation du public",/aides/7318-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
"Sensibiliser, éduquer, informer et mettre en place des consultations du public - communication co-organisée avec l'agence de l'eau",/aides/6eaa-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
"Sensibiliser, éduquer, informer et mettre en place des consultations du public - actions de communication, information et sensibilisation",/aides/5d99-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
"Sensibiliser, éduquer, informer et mettre en place des consultations du public - événementiel",/aides/1055-aide-sensibilisation-education-information-et/,False,Unknown error,False,url not starting with http,[],False
Améliorer les réseaux d'assainissement- assainissement et gestion du temps de pluie,/aides/4a0d-aide-assainissement-et-gestion-du-temps-de-pl/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
"Initier des appels à projets ciblés en matière de sensibilisation, d'éducation, d'information et de consultation du public",/aides/7112-iniiter-des-appels-a-projets-cibles-en-matier/,False,Unknown error,False,url changed to https://rivage.eau-rhin-meuse.fr/appli/,[],False
Être aidé sur les dépenses exceptionnelles liées à l'interdiction de l'épandage des boues non hygiénisées - collectivités,/aides/cea5-copie-15h23-alimenter-en-eau-potable-les-coll/,False,Status 503,True,,[],False
Investir sur la filière boues liées à la restriction des épandages - Collectivités,/aides/dd6e-copie-15h32-etre-aide-sur-les-depenses-except/,True,,True,,"['http://aides-redevances.eau-loire-bretagne.fr/files/live/sites/aides-redevances/files/Information%20-%20Communication/Publications/11-prog/FICHE_ASS_8_urgence_boues_steu.pdf', 'http://aides-redevances.eau-loire-bretagne.fr/files/live/sites/aides-redevances/files/Information%20-%20Communication/Publications/11-prog/RG_11P.pdf']",True
Investir sur la filière boues liées à la restriction des épandages - entreprises,/aides/bf10-copie-15h37-investir-sur-la-filiere-boues-lie/,True,,True,,"['http://aides-redevances.eau-loire-bretagne.fr/files/live/sites/aides-redevances/files/Information%20-%20Communication/Publications/11-prog/FICHE_ASS_8_urgence_boues_steu.pdf', 'http://aides-redevances.eau-loire-bretagne.fr/files/live/sites/aides-redevances/files/Information%20-%20Communication/Publications/11-prog/RG_11P.pdf']",True
Rénover votre patrimoine bâti (rénovation énergétique) - Programme ORECA,/aides/5186-programme-oreca-operation-pour-la-renovation-/,True,,True,,"['https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_1f69fb8625dd4846a0bd7d5ea3441852.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_35f23025af1e4e02ae6f00d72f1ad02c.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_c101d1f1bca745b58cee6390789543b4.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_4b80bba656924d8abeb162f22b80be37.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_1f69fb8625dd4846a0bd7d5ea3441852.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_35f23025af1e4e02ae6f00d72f1ad02c.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_c101d1f1bca745b58cee6390789543b4.pdf', 'https://0ca78f8a-4b74-4ad7-913a-d14c1dcc0196.filesusr.com/ugd/1884e3_4b80bba656924d8abeb162f22b80be37.pdf']",True
APPELS A PROJETS pour la rénovation énergétique des bâtiments publics,/aides/ac3a-appels-a-projets-pour-la-renovation-energetiq/,True,,False,url not starting with http,"['http://www.sieeen.fr/sites/default/files/Fichier%20editeur/Formulaire%20AAP%20SIEEEN_PHASE%20ETUDES.pdf', 'http://www.sieeen.fr/sites/default/files/Fichier%20editeur/Reglement%20d%27attribution%20AAP%20SIEEEN_2021%20V.7.pdf', 'http://www.sieeen.fr/sites/default/files/Fichier%20editeur/Formulaire%20AAP%20SIEEEN_PHASE%20TRAVAUX.pdf']",True
Réduire les consommations d'énergies et les émissions de gaz à effet de serre - programme SARE,/aides/44e9-reduire-les-consommations-denergies-et-les-em/,False,Status 404,False,url not starting with http,[],False
Soutenir l'aménagement d'un réseau d'aires d'accueil et de services vélo le long de la Vélodyssée,/aides/d9a5-soutenir-lamenagement-dun-reseau-daires-daccu/,False,url not starting with http,False,url not starting with http,[],False
Réaliser des investissements énergétiques sur le bâti pour maîtriser les émissions de gaz à effet de serre sur le territoire - Fonds Rénolution,/aides/7904-fonds-renolution/,False,Unknown error,False,Unknown error,[],False
"Etendre, renouveler ou améliorer l'efficacité énergétique de son éclairage public",/aides/34d2-etendre-renouveler-ou-ameliorer-lefficacite-e/,True,,False,url not starting with http,"['https://www.sdec-energie.fr/sites/sdec.createurdimage.fr/files/pdf/deliberation_ep_2018.pdf', 'https://www.sdec-energie.fr/sites/sdec.createurdimage.fr/files/pdf/adb_19_ctaf_ep_2021_vbd_adoptees_par_bs_19_03_2021.pdf', 'http://www.sdec-energie.fr/sites/sdec.createurdimage.fr/files/ctaf_ep_2020_cs_du_6_fevrier_2020.pdf']",True
Ouvrir une micro-crèche en zone sous équipée,/aides/f82d-financer-une-micro-creche-par-la-prestation-d/,False,url not starting with http,False,url not starting with http,[],False
Promouvoir les sites naturels et les paysages,/aides/ca3a-promouvoir-les-sites-naturels-et-les-paysages/,True,,False,url not starting with http,[],False
Mieux valoriser le fleuve et ses affluents,/aides/5184-copie-11h19-promouvoir-les-sites-naturels-et-/,False,url not starting with http,False,url not starting with http,[],False
Construire une économie d'excellence environnementale par l'innovation et la co-élaboration,/aides/4aed-copie-11h29-mieux-valoriser-le-fleuve-et-ses-/,False,url not starting with http,False,url not starting with http,[],False
Améliorer la valorisation du patrimoine et des savoir-faire locaux,/aides/b4e8-copie-11h34-construire-une-economie-dexcellen/,False,url not starting with http,False,url not starting with http,[],False
Encourager la diversification et les circuits de proximité,/aides/de42-copie-11h47-ameliorer-la-valorisation-du-patr/,False,url not starting with http,False,url not starting with http,[],False
"Réhabiliter, transmettre et sensibiliser les habitants et les acteurs locaux au patrimoine du territoire",/aides/ea06-copie-11h57-ameliorer-la-valorisation-du-patr/,False,url not starting with http,False,url not starting with http,[],False
Favoriser la conversion des systèmes de production de chaleur vers des énergies thermiques renouvelables - Prime Chaleur d'Avenir,/aides/5027-prime-chaleur-davenir/,False,Unknown error,False,url not starting with http,[],False
Financer le développement des EnR (énergies renouvelables) thermiques et de récupération dans la Nièvre - COT ENR,/aides/64e3-soutenir-le-develeppement-de-la-filiere-bois-/,False,url not starting with http,False,Status 400,[],False
Restaurer le patrimoine bâti,/aides/c0f2-aides-a-la-restauration-du-patrimoine-bati/,False,url changed to https://www.essonne.fr/fileadmin/4-culture_loisirs_tourisme/culture/politique_culturelle/patrimoine/Livret_Plan_departemental_A5-8254_V7.pdf,False,url not starting with http,[],False
Restaurer le patrimoine mobilier et les archives,/aides/97a8-aides-a-la-restauration-du-patrimoine-mobilie/,False,url changed to https://www.essonne.fr/culture-loisirs-tourisme/archives-departementales/conservation-du-patrimoine-mobilier/,False,url not starting with http,[],False
Développer les politiques culturelles de territoire,/aides/33dd-contrats-culturels-de-territoires/,False,url changed to https://www.essonne.fr/culture-loisirs-tourisme/culture/le-departement-partenaire-des-acteurs-locaux/,False,url not starting with http,[],False
Financer l'investissement culturel,/aides/f7c4-aide-a-linvestissement-culturel/,False,url not starting with http,False,url not starting with http,[],False
Concevoir et installer des supports de communication sur la nature en ville,/aides/05d9-conception-et-installation-de-supports-de-com/,False,Status 404,False,url not starting with http,[],False
Mener des projets de restauration écologique et paysagère des grands domaines historiques,/aides/d1f9-restauration-ecologique-et-paysagere-des-gran/,False,Status 404,False,url not starting with http,[],False
"Créer des jardins partagés, des jardins d'insertion et des jardins pédagogiques",/aides/dc96-creation-de-jardins-partages-de-jardins-dinse/,False,Status 404,False,url not starting with http,[],False
Remettre en état des sites naturels et des itinéraires de randonnée ayant subi une catastrophe naturelle,/aides/4452-remise-en-etat-des-sites-naturels-et-des-itin/,False,Status 404,False,url not starting with http,[],False
"Participer à des réseaux, des rencontres et des échanges en urbanisme",/aides/0477-animation-de-reseaux-de-rencontres-dechanges-/,False,url not starting with http,False,url not starting with http,[],False
Obtenir un appui pour faire émerger des stratégies globales de territoires,/aides/baa5-aide-a-lemergence-de-strategies-globales-des-/,False,url not starting with http,False,url not starting with http,[],False
Obtenir un appui technique de proximité à la mise en œuvre des politiques publiques prioritaires,/aides/4d2f-appui-technique-de-proximite-a-la-mise-en-uvr/,False,url not starting with http,False,url not starting with http,[],False
Accompagner son projet en amont sur les procédures réglementaires associées : le pôle projets,/aides/21ed-accompagnement-et-revue-des-procedures-reglem/,False,url not starting with http,False,url not starting with http,[],False
"Bénéficier d'une aide à la décision pour les projets d'aménagement (bâtiments, espaces publics, urbanisme)",/aides/6a83-aide-a-la-decision-projets-damenagement-batim/,False,url not starting with http,False,url not starting with http,[],False
Aménager ponctuellement le réseau routier communal ou intercommunal,/aides/b539-amenager-ponctuellement-le-reseau-routier-com/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
"Entretenir la voirie, programmer les travaux d'entretien routier et limiter les risques du gestionnaire",/aides/c654-entretenir-la-voirie-programmer-les-travaux-d/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Créer des itinéraires de randonnée,/aides/cdfd-creer-des-itineraires-de-randonnee/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Prendre en compte les enjeux environnementaux dans les sports de nature,/aides/430f-prendre-en-compte-les-enjeux-environnementaux/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Créer des liaisons vertes (non motorisées),/aides/fbf5-creer-des-liaisons-vertes-non-motorisees/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Promouvoir et mettre en œuvre la gestion durable des milieux aquatiques,/aides/5323-promouvoir-et-mettre-en-uvre-la-gestion-durab/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
"Mettre en valeur les sites naturels et paysagers, protéger les espaces naturels sensibles et œuvrer pour la biodiversité",/aides/4f93-mettre-en-valeur-les-sites-naturels-et-paysag/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Œuvrer pour une biodiversité cultivée : espèces fruitières anciennes,/aides/ba14-uvrer-pour-une-biodiversite-cultivee-especes-/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Assister les exploitants de station d'épuration (S.A.T.E.S.E.),/aides/6005-assister-les-exploitants-de-station-depuratio/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Lancer un schéma communal ou intercommunal en assainissement,/aides/d417-lancer-un-schema-communal-ou-intercommunal-en/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Préparer le lancement de travaux d'assainissement,/aides/12b7-preparer-le-lancement-de-travaux-dassainissem/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Mettre en place un service assainissement et son fonctionnement,/aides/81ee-mettre-en-place-un-service-assainissement-et-/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Réaliser des travaux sur des ouvrages hydrauliques,/aides/7428-realiser-des-travaux-sur-des-ouvrages-hydraul/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Préparer le lancement de travaux en eau potable,/aides/8dc4-preparer-le-lancement-de-travaux-en-eau-potab/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Mettre en place un service en eau potable et son fonctionnement,/aides/b48f-mettre-en-place-un-service-en-eau-potable-et-/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Gérer un ouvrage hydraulique,/aides/2bfd-gerer-un-ouvrage-hydraulique/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Lancer un schéma communal ou intercommunal en eau potable,/aides/8aca-lancer-un-schema-communal-ou-intercommunal-en/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
"Bénéficier d'une aide à la décision pour les projets d'aménagement (bâtiments, urbanisme et espaces publics)",/aides/cc89-aide-a-la-decision-pour-les-projets-damenagem/,False,Unknown error,False,url not starting with http,[],False
"Bénéficier de conseils et de solutions pour accompagner vos administrés dans la maîtrise des consommations d'énergie, les énergies renouvelables et les aides financières existantes",/aides/bfcc-aide-a-la-decision-pour-les-projets-damenagem/,False,Unknown error,False,url not starting with http,[],False
"Être accompagné à l'attractivité du territoire et à la valorisation du cadre de vie, avec le concours des Villes et Villages Fleuris",/aides/7920-aide-a-la-decision-pour-les-projets-damenagem/,False,Unknown error,False,url not starting with http,[],False
Bénéficier d'une ingénierie technique et méthodologique pour engager des projets,/aides/fc53-ingenierie-strategique-et-assistance-techniqu/,False,Status 400,False,url not starting with http,[],False
Réaliser des travaux d'économies d'énergie,/aides/7179-aide-financiere-aux-travaux-deconomies-denerg/,True,,False,url not starting with http,[],False
Aménager une voirie impliquant le réseau routier départemental,/aides/3936-amenager-une-voirie-impliquant-le-reseau-rout/,True,,False,Status 404,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Subventionner le développement territorial et monter des dossiers d'investissement,/aides/ebbc-subventionner-le-developpement-territorial-et/,True,,False,url not starting with http,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
"Créer ou remobiliser, dans la citoyenneté, une assemblée d’enfants ou de jeunes",/aides/82e4-gerer-un-patrimoine-mobilier-protege-ou-non-a/,False,Status 404,True,,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Gérer un patrimoine mobilier protégé ou non au titre des monuments historiques,/aides/d806-gerer-un-patrimoine-mobilier-protege-ou-non-a/,False,Status 404,True,,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Gérer des archives communales,/aides/76fe-gerer-des-archives-communales/,False,Status 404,True,,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
Diffuser et médiatiser notre histoire et notre patrimoine,/aides/35a2-diffuser-et-mediatiser-notre-histoire-et-notr/,False,Status 404,True,,['http://www.tarn.fr/fileadmin/mediatheque/Tarn/Documents/Developpement-territorial/CD81_Tarn_guide-ingenierie-departementale_2021.pdf'],True
